client_id,first_name,last_name,date_of_birth,phone,email,first_purchase,address_city,address_street,address_localite,address_postcode,address_canton
q3-4766630h,Nathalie,Chatriant,1970-04-07,+41 62 106 67 89,n_chatriant206@bluewin.ch,2023-03-29,Grabs,Hohenrain 1405.1,Grabs,9472,SG
a6-8234089D,Guillaume,Nusslé,1957-10-11,+41 84 787 31 41,g.nussle@vtxnet.ch,2023-03-29,Bern,Riedbachstrasse 96,Bern,3027,BE
Z1-4455604l,Florian,Béguelin,1960-05-06,076 507 02 48,f.beguelin191@vtxnet.ch,2023-03-29,Conthey,Rue Centrale 70,Conthey,1964,VS
b0-5722268O,Danielle,Boichat,1970-05-15,+41 (0)56 107 21 42,danielle_boichat@bluewin.ch,2023-03-29,Brienz BE,Lauelliweg 4a,Brienz BE,3855,BE
y1-1455093C,Henri,Robert,2004-04-30,+41 43 320 24 19,hrobert628@romandie.com,2023-03-29,Stallikon,Reppischtalstrasse 101.1,Stallikon,8143,ZH
B8-2305740z,Jean-Pierre,Matile,1976-03-19,+41 56 023 16 66,j_matile@vtxnet.ch,2023-03-29,Vérossaz,Chemin de Coloyé 4.1,Vérossaz,1891,VS
H9-6605991r,Samuel,Tinguely,1947-08-28,053 011 19 57,s.tinguely@hotmail.fr,2023-03-29,Zürich,Schwamendingenstrasse 74,Zürich,8050,ZH
B6-453600a,Romain,Cousin,1959-08-07,+41 74 934 48 12,rcousin347@bluewin.ch,2023-03-29,Zürich,Freudenbergstrasse 108a,Zürich,8044,ZH
S6-5598834B,Arthur,Diesbach,1955-06-04,+41 (0)57 567 46 63,arthurdiesbach872@bluewin.ch,2023-03-29,St. Gallen,Röschstrasse 27,St. Gallen,9000,SG
g4-8709874w,Manuel,Bonvin,1962-04-30,+41 27 647 07 71,manuel.bonvin7@hotmail.fr,2023-03-29,Brugg,Schützenmatt 4.1,Brugg AG,5200,AG
v1-9621786V,Olivier,Crevoisier,1952-06-16,054 172 21 53,o_crevoisier877@sunrise.ch,2023-03-29,Wohlen AG,Bahnhofweg 4,Wohlen AG,5610,AG
Z4-9434499j,Léa,Rossellat,1999-12-28,038 396 05 13,l_rossellat@yahoo.fr,2023-03-29,Bülach,Irchelstrasse 5a,Bülach,8180,ZH
k6-2276827N,Pierre,Galland,1942-02-18,+41 (0)46 562 86 82,pierregalland529@sunrise.ch,2023-03-29,Neuchâtel,Rue Jehanne-de-Hochberg 22,Neuchâtel,2000,NE
O3-9984931r,Elisa,Bahon,1940-11-25,+41 (0)31 860 07 56,e.bahon@vtxnet.ch,2023-03-29,Gerlafingen,Gländstrasse 15,Gerlafingen,4563,SO
F2-1542582v,Claudine,Morard,1937-04-05,+41 (0)68 285 11 58,claudine.morard@vtxnet.ch,2023-03-29,Nyon,Route de Saint-Cergue 68.2,Nyon,1260,VD
p4-9109728J,Liliane,Bourquard,1967-12-20,+41 87 190 02 47,l_bourquard698@romandie.com,2023-03-30,Le Mont-sur-Lausanne,Route de Coppoz 22,Le Mont-sur-Lausanne,1052,VD
n2-0184516S,Madeleine,Bernasconi,1942-11-16,+41 (0)47 062 51 79,mbernasconi@bluewin.ch,2023-03-30,Sierre,Chemin des Collines 24,Sierre,3960,VS
C9-5637507K,Mélanie,Bochud,1972-11-08,+41 53 314 52 01,m.bochud@hotmail.fr,2023-03-30,Riva San Vitale,Via dei Gelsi 28c,Riva San Vitale,6826,TI
Y8-8937923K,Alexandre,Paccot,1981-09-15,070 692 09 22,apaccot@bluewin.ch,2023-03-30,Dübendorf,Stägenbuckstrasse 19.3,Dübendorf,8600,ZH
Z2-7693692r,Nelly,Badan,2000-08-10,+41 (0)23 104 76 40,nelly_badan@yahoo.fr,2023-03-30,Neuchâtel,Faubourg de l'Hôpital 36.1,Neuchâtel,2000,NE
h6-035390N,Christine,Beuchat,1936-01-26,053 484 80 57,christinebeuchat138@romandie.com,2023-03-30,Opfikon,Grossackerstrasse 36.1,Opfikon,8152,ZH
I7-0192800Z,René,Courvoisier,1999-08-26,+41 (0)52 636 88 54,r_courvoisier528@hotmail.fr,2023-03-30,Courrendlin,Les Voites 7d,Courrendlin,2830,JU
M3-6763921b,Paul,Droz,1949-12-27,+41 (0)36 046 59 47,paul.droz937@vtxnet.ch,2023-03-30,Hefenhofen,Sonnenbergstrasse 49.1,Hefenhofen,8580,TG
W2-4471950x,Chloé,Barillon,1950-10-01,+41 44 561 30 79,chloe_barillon@vtxnet.ch,2023-03-30,Altnau,,Altnau,8595,TG
a8-1664352A,Christine,Nüsslin,1983-07-11,+41 (0)37 010 01 93,c.nusslin@hotmail.fr,2023-03-30,Sachseln,Brünigstrasse 220.2,Sachseln,6072,OW
z0-2958923b,Louis,Boechat,1974-09-10,+41 (0)93 096 24 77,louisboechat70@gmail.com,2023-03-30,Troistorrents,Chemin de Crétian 5,Troistorrents,1872,VS
m4-1976904G,Sandrine,Montandon,1979-11-22,+41 44 680 50 40,sandrine.montandon700@vtxnet.ch,2023-03-30,Jussy,Chemin des Prés-Seigneur 27,Jussy,1254,GE
n4-8642518O,Michael,Brahier,1945-04-11,066 104 01 40,michael_brahier@vtxnet.ch,2023-03-30,Carouge GE,Rue de la Fontenette 18,Carouge GE,1227,GE
g2-7185741i,Hugo,Diesbach,1985-04-23,+41 97 809 40 85,h.diesbach63@gmail.com,2023-03-30,Chamoson,Rue de la Tour 19,Chamoson,1955,VS
t5-5015995Y,Jonathan,Rapin,1991-10-25,067 080 90 90,j.rapin@yahoo.fr,2023-03-30,Basel,Spalenberg 37.1,Basel,4051,BS
c1-210501z,Maria,Paccot,1991-09-03,+41 23 278 40 71,maria_paccot130@sunrise.ch,2023-03-31,Plaffeien,Lindenweg 15a,Plaffeien,1716,FR
x2-5732031f,Elisa,Paccot,1974-01-21,+41 (0)40 049 21 58,elisapaccot517@hispeed.ch,2023-03-31,Lausanne,Route de Chavannes 123,Lausanne,1007,VD
n6-8982742Q,Daniel,Bouvier,1982-01-19,+41 (0)45 873 97 40,danielbouvier553@bluewin.ch,2023-03-31,Wetzikon ZH,Rappenholzstrasse 9.1,Wetzikon ZH,8623,ZH
t8-2148557Y,Nathalie,Chaudet,1953-02-13,+41 (0)61 972 95 47,n.chaudet407@yahoo.fr,2023-03-31,Rorschach,Müller-Friedbergstrasse 32,Rorschach,9400,SG
O4-9388359C,Julie,Monney,1982-04-06,+41 93 662 43 33,j.monney@gmail.com,2023-03-31,Genève,Avenue De-LUSERNA 36,Genève,1203,GE
j8-116266Q,Michael,Joly,1987-06-15,+41 (0)40 999 55 95,m.joly@sunrise.ch,2023-03-31,Bern,Postgasse 39,Bern,3011,BE
G8-7832424z,Vanessa,Monnet,1951-04-16,+41 (0)28 819 63 60,vanessamonnet999@sunrise.ch,2023-03-31,Caslano,Via Credera 18,Caslano,6987,TI
z1-0288856C,Laetitia,Duvanel,1948-12-27,+41 (0)56 366 01 07,laetitia_duvanel@hotmail.fr,2023-03-31,Zürich,Talwiesenstrasse 112,Zürich,8055,ZH
x2-4405629Y,Sarah,Bouvier,1966-10-08,+41 (0)66 426 75 64,s_bouvier63@yahoo.fr,2023-03-31,Kerns,Sarnerstrasse 9,Kerns,6064,OW
U2-9279306p,Nathalie,Bourquin,1937-12-25,+41 41 342 99 19,nathalie_bourquin646@romandie.com,2023-03-31,Biel-Benken,Mühlegasse 28,Biel-Benken BL,4105,BL
V8-8907873A,Elodie,Beguin,1960-10-29,+41 (0)79 807 82 11,elodiebeguin575@vtxnet.ch,2023-03-31,Homburg,Rütistrasse 10.2,Homburg,8508,TG
E7-8686700h,Loïc,Pellet,1968-01-22,+41 (0)80 971 92 92,loic_pellet319@hispeed.ch,2023-03-31,Bern,Bitziusstrasse 40,Bern,3006,BE
u3-7258424r,Patrick,Deshusses,2000-12-26,040 300 97 86,p.deshusses634@bluewin.ch,2023-03-31,Hergiswil NW,Seestrasse 15a,Hergiswil NW,6052,NW
t5-8098308x,Elodie,Menthonnex,1942-12-17,+41 23 390 49 19,elodie.menthonnex@romandie.com,2023-03-31,Arth,Luzernerstrasse 109.1,Arth,6415,SZ
d3-0763773R,Florian,Chenaux,1954-10-21,+41 94 202 41 16,florian_chenaux200@gmail.com,2023-03-31,Udligenswil,Am Bächli 6,Udligenswil,6044,LU
q4-2872195f,Gérard,Grosjean,1988-06-29,+41 48 561 59 77,gerard_grosjean848@gmail.com,2023-03-31,Basel,Blauenstrasse 80,Basel,4054,BS
c3-9418342z,André,Bernasconi,1982-03-25,+41 (0)74 265 18 71,andre_bernasconi7@yahoo.fr,2023-04-01,Muttenz,Gartenstrasse 72a,Muttenz,4132,BL
V3-5497942S,Madeleine,Pachoud,2001-02-18,+41 (0)99 397 88 08,m_pachoud@hispeed.ch,2023-04-01,Rolle,Route de la Vallée 7,Rolle,1180,VD
g1-8391998E,Jacques,Badan,1998-11-17,+41 (0)52 077 90 24,jacques_badan242@yahoo.fr,2023-04-01,Winterthur,Im oberen Gern 29,Winterthur,8409,ZH
y2-321274m,Mathilde,Cosendey,1992-08-31,+41 79 590 50 63,mathildecosendey946@hispeed.ch,2023-04-01,Zumikon,Rütistrasse 6,Zumikon,8126,ZH
j0-0755628S,Isabelle,Besse,1971-06-30,+41 (0)75 323 64 40,isabelle.besse@hispeed.ch,2023-04-01,Fällanden,Resiweiherweg 2a,Fällanden,8117,ZH
t0-0125760o,Patricia,Blanc,1957-04-08,041 036 58 09,patriciablanc997@yahoo.fr,2023-04-01,Tuggen,St. Gallerstrasse 56,Tuggen,8856,SZ
w0-8261965h,Marguerite,Rosselet,1940-04-03,077 927 95 47,marguerite.rosselet58@hispeed.ch,2023-04-01,Zürich,Heinrichstrasse 267o,Zürich,8005,ZH
i0-3065637k,Charles,Muriset,1961-06-29,+41 84 732 83 92,charles.muriset@bluewin.ch,2023-04-01,Wallisellen,Grindelstrasse 6,Wallisellen,8304,ZH
t6-8802941m,Josiane,Bahon,2002-12-12,+41 (0)77 942 85 48,jbahon607@bluewin.ch,2023-04-01,Wallisellen,Eigenheimstrasse 6,Wallisellen,8304,ZH
t5-8123702W,Patricia,Grand,1956-07-16,077 634 27 86,patricia.grand@yahoo.fr,2023-04-01,Zürich,Bellerivestrasse 44a,Zürich,8008,ZH
s8-1201720D,Nelly,Rapraz,1973-02-11,+41 (0)40 656 15 08,nrapraz@romandie.com,2023-04-01,Lausanne,Chemin des Plaines 22a,Lausanne,1007,VD
D0-6271464f,Nicolas,Botteron,1994-11-26,+41 (0)57 587 27 36,nbotteron@yahoo.fr,2023-04-01,Ellikon an der Thur,Grosswisstrasse 13,Ellikon an der Thur,8548,ZH
L8-0891188v,Anne,Vonlanthen,1959-04-06,+41 (0)32 535 34 83,a.vonlanthen@yahoo.fr,2023-04-01,Lausanne,Chemin des Plaines 22a,Lausanne,1007,VD
s9-0316694p,Lara,Carraud,1977-09-27,+41 22 986 58 74,laracarraud245@romandie.com,2023-04-01,Dietikon,Hofweg 4,Dietikon,8953,ZH
x4-1495898Q,Sandrine,Corboz,2004-03-06,+41 58 211 70 84,sandrine.corboz30@hotmail.fr,2023-04-01,Otelfingen,Grossholzweg 28,Otelfingen,8112,ZH
E4-2145197l,Corinne,Montandon,1950-04-24,+41 (0)59 730 00 41,cmontandon216@bluewin.ch,2023-04-01,Lausanne,Chemin de Rovéréaz 18ter,Lausanne,1012,VD
Z9-4356010w,Thérèse,Paschoud,1971-07-29,+41 78 401 05 14,tpaschoud489@vtxnet.ch,2023-04-01,Bühler,Schwendi 1455.1,Bühler,9055,AR
l4-1391097t,Eric,Bonvin,1991-12-25,052 950 21 08,eric.bonvin@hispeed.ch,2023-04-01,Corsier GE,Route de Thonon 243a,Corsier GE,1246,GE
H5-0178299j,Anne,Brahier,1942-05-25,+41 (0)45 390 02 40,anne.brahier846@yahoo.fr,2023-04-01,Basel,Dornacherstrasse 257,Basel,4053,BS
J6-1705030t,Lisa,Chapuis,1984-11-08,051 475 20 79,lchapuis660@hispeed.ch,2023-04-02,Bäriswil,Guggeli 1,Bäriswil BE,3323,BE
n2-2929765v,Catherine,Gilliéron,1967-11-21,024 145 73 99,cgillieron712@gmail.com,2023-04-02,Birmensdorf ZH,Stöckenstrasse 17,Birmensdorf ZH,8903,ZH
l1-2144629Y,Marianne,Corpataux,1957-02-10,026 302 12 62,marianne_corpataux933@hotmail.fr,2023-04-02,Stallikon,Hagniweg 16.1,Stallikon,8143,ZH
k7-9079904i,Sophie,Carron,1978-09-01,062 368 30 48,scarron808@bluewin.ch,2023-04-02,Sierre,Rue des Pilettes 14,Sierre,3960,VS
y9-8496810T,Léo,Corbat,1966-05-05,020 070 36 36,leo.corbat372@vtxnet.ch,2023-04-02,Oberwil BL,Amselstrasse 23,Oberwil BL,4104,BL
H7-1038267U,Suzanne,Besse,1986-03-04,023 998 62 05,s.besse528@gmail.com,2023-04-02,Kriens,Amlehnhalde 33.4,Kriens,6010,LU
a4-3369895f,Laura,Gilliéron,1939-12-27,+41 (0)20 713 05 33,laura.gillieron@vtxnet.ch,2023-04-02,St. Gallen,Pelikanstrasse 15,St. Gallen,9008,SG
y8-755435c,Vanessa,Sandoz,1940-08-09,023 242 63 92,vanessa.sandoz263@hotmail.fr,2023-04-02,Wenslingen,Im Graben 206a,Wenslingen,4493,BL
k3-1391005e,David,Cretton,1944-10-31,+41 28 762 56 25,david_cretton@hispeed.ch,2023-04-02,Lausanne,Avenue des Bergières 39,Lausanne,1004,VD
B9-1402883W,Clara,Tinguely,1976-04-14,+41 27 296 49 02,c_tinguely115@romandie.com,2023-04-02,Kreuzlingen,Traubengässli 2g.1,Kreuzlingen,8280,TG
H7-9759653k,Céline,Pachoud,1956-08-04,+41 43 805 88 98,cpachoud412@yahoo.fr,2023-04-02,Inwil,Butwil 2.12,Inwil,6034,LU
i8-4225747r,Théo,Niquille,1975-11-28,027 352 20 60,theo.niquille@hotmail.fr,2023-04-02,Zürich,Birmensdorferstrasse 489,Zürich,8055,ZH
X8-1927205N,Luca,Besse,1940-10-27,+41 26 770 42 35,luca_besse@romandie.com,2023-04-02,Neuchâtel,Rue de Sainte-Hélène 35,Neuchâtel,2000,NE
H9-2958177w,Aurélie,Vallélian,1975-08-09,052 818 05 79,aurelievallelian@sunrise.ch,2023-04-02,Meggen,Meggenhornstrasse 31.1,Meggen,6045,LU
S9-3374015R,Lara,Musy,1956-10-02,+41 (0)43 670 74 47,l_musy655@bluewin.ch,2023-04-02,Zürich,Heerenschürlistrasse 7c,Zürich,8051,ZH
O2-7963379h,Thomas,Carron,1998-11-29,+41 (0)64 698 27 24,tcarron@sunrise.ch,2023-04-02,Wädenswil,Zugerstrasse 5,Wädenswil,8820,ZH
a3-5175172w,André,Fonjallaz,1999-03-11,+41 55 223 62 60,a.fonjallaz541@romandie.com,2023-04-03,Wetzikon ZH,Schöneichstrasse 40,Wetzikon ZH,8620,ZH
p3-6986264J,José,Tinguely,1953-05-03,+41 (0)86 814 81 58,jose_tinguely445@hotmail.fr,2023-04-03,Lausanne,Route de la Clochatte 10e,Lausanne,1018,VD
n8-62797o,Sylvie,Humbert,1955-03-21,034 891 16 21,sylvie.humbert495@hispeed.ch,2023-04-03,Blumenstein,Badstrasse 19,Blumenstein,3638,BE
F5-5476098I,Nolan,Babey,1936-07-06,+41 (0)68 110 57 71,n_babey@sunrise.ch,2023-04-03,Solothurn,Waisenhausstrasse 20,Solothurn,4500,SO
d5-8097581r,Théo,Pasquier,2002-12-24,+41 (0)87 724 48 98,theo.pasquier50@romandie.com,2023-04-03,Boudry,Hôpital 18,Boudry,2017,NE
h3-4377071l,Valérie,Marti,1959-04-02,+41 37 612 91 81,valeriemarti295@yahoo.fr,2023-04-03,Spreitenbach,Bahnhofstrasse 121,Spreitenbach,8957,AG
Y2-0955580K,Thérèse,Cosandey,1992-02-21,+41 (0)62 442 48 54,t_cosandey248@yahoo.fr,2023-04-03,Zürich,Allenmoosstrasse 151,Zürich,8050,ZH
N0-8636611W,Camille,Bernasconi,1992-04-20,+41 71 834 11 47,camille.bernasconi326@romandie.com,2023-04-03,Lyssach,Bahnhofstrasse 22a,Lyssach,3421,BE
N9-2683198x,Arthur,Rossellat,1964-03-20,+41 54 912 54 49,arthur.rossellat302@bluewin.ch,2023-04-03,Avully,Chemin des Tanquons 30.1,Avully,1237,GE
r4-6587908f,Guillaume,Robert,2002-09-01,+41 64 959 36 91,guillaumerobert@vtxnet.ch,2023-04-03,Hochwald,Baselweg 3a,Hochwald,4146,SO
E8-0879859m,Jacqueline,Chenaux,1956-07-12,+41 30 502 91 07,jchenaux291@yahoo.fr,2023-04-03,Ebnat-Kappel,Schwand 2628,Ebnat-Kappel,9642,SG
g8-1891687R,Claude,Peitrequin,1993-11-15,047 514 53 55,claude_peitrequin@bluewin.ch,2023-04-03,Zürich,Bahnhaldenstrasse 30,Zürich,8052,ZH
p1-2238405g,Véronique,Uldry,1946-05-07,+41 27 946 20 87,veroniqueuldry592@vtxnet.ch,2023-04-03,Neuchâtel,Passage Marval 3,Neuchâtel,2000,NE
A9-7004443E,Christine,Treboux,1940-08-26,+41 20 924 71 16,c_treboux560@yahoo.fr,2023-04-03,Mont-sur-Rolle,Chemin des Vignes 1.1,Mont-sur-Rolle,1185,VD
L8-5105273T,Denise,Rapraz,1942-05-10,+41 (0)99 231 73 08,d_rapraz@bluewin.ch,2023-04-03,Vaulion,Route de la Dent 23,Vaulion,1325,VD
o3-6344061I,Chloé,Comman,1934-07-04,+41 87 100 91 75,c.comman284@hispeed.ch,2023-04-03,Flums,Galserschstrasse 9e.1,Flums,8890,SG
x9-6811603N,Maria,Chatriand,1988-11-26,030 357 12 87,m_chatriand488@romandie.com,2023-04-03,Flums,Stöcklistrasse 8.2,Flums,8890,SG
j8-9218059C,Nathan,Chaudet,1981-01-27,+41 37 964 15 20,nchaudet@hotmail.fr,2023-04-03,Moosseedorf,Laupenackerstrasse 44a,Moosseedorf,3302,BE
k5-4207548R,Eva,Diesbach,2001-02-05,+41 (0)78 776 76 38,e_diesbach@bluewin.ch,2023-04-04,Uster,Richterackerstrasse 42,Uster,8610,ZH
o3-2879663r,Françoise,Bugnon,2002-02-27,+41 (0)65 327 44 76,f_bugnon118@sunrise.ch,2023-04-04,Uster,Kreuzstrasse 25,Uster,8610,ZH
D8-1789657j,Noah,Cosendey,1942-01-10,+41 (0)73 958 63 22,n.cosendey@gmail.com,2023-04-04,Uster,Strandbadweg 12.3,Uster,8610,ZH
b3-1503748U,Jacqueline,Deladoëy,1982-04-12,070 540 58 82,jacqueline_deladoey66@sunrise.ch,2023-04-04,Wittenbach,Föhrenstrasse 6,Wittenbach,9300,SG
J1-5997768T,Nicole,Grosjean,1938-02-28,+41 38 808 14 26,n.grosjean@vtxnet.ch,2023-04-04,Cortaillod,La Tertillière 1.6,Cortaillod,2016,NE
N4-8029687n,Maxime,Menthonnex,2003-04-27,+41 95 132 72 92,maximementhonnex545@hotmail.fr,2023-04-04,Wiesendangen,Niederfeldstrasse 6,Wiesendangen,8542,ZH
B8-717101m,Thierry,Deshusses,1980-07-04,+41 (0)64 608 49 55,t_deshusses173@hotmail.fr,2023-04-04,Staufen,Sonnhaldeweg 7,Staufen,5603,AG
H0-3703536n,Julien,Paschoud,1945-11-13,+41 21 378 10 00,julien.paschoud@vtxnet.ch,2023-04-04,Schaffhausen,Lebernstrasse 19,Schaffhausen,8207,SH
S8-056918r,Sarah,Beurret,1964-06-19,+41 47 478 65 90,s.beurret@romandie.com,2023-04-04,Neuchâtel,Chemin de Bel-Air 6,Neuchâtel,2000,NE
z2-9733956r,Eric,Diesbach,1949-06-01,+41 (0)52 287 83 80,eric_diesbach708@romandie.com,2023-04-04,Puidoux,En Cremont 1.1,Puidoux,1070,VD
i5-2546554X,Yvonne,Humbert,1937-10-05,024 702 69 96,yvonne.humbert@bluewin.ch,2023-04-04,Uster,Fuchsgasse 2.1,Uster,8610,ZH
w7-7722584f,Laurence,Marty,1985-04-29,+41 (0)32 180 50 42,lmarty@hotmail.fr,2023-04-04,Wallisellen,Austrasse 5j,Wallisellen,8304,ZH
k6-3762344D,Stéphane,Mottiez,1961-03-08,+41 (0)64 365 54 50,stephane_mottiez669@hispeed.ch,2023-04-04,Salvan,Chemin de Ladray 12,Salvan,1922,VS
J2-2161416u,Thierry,Deshusses,1971-02-09,+41 77 510 81 48,t.deshusses@vtxnet.ch,2023-04-04,Visp,Litternaweg 11c,Visp,3930,VS
A0-5336752x,Stéphanie,Rosselat,1950-02-08,044 398 76 93,srosselat@hispeed.ch,2023-04-04,Lengnau BE,Tavelweg 2,Lengnau BE,2543,BE
P4-2248489Z,Roger,Vienne,1965-01-23,+41 24 896 51 10,roger.vienne@sunrise.ch,2023-04-04,Aadorf,Buchwiesenweg 12,Aadorf,8355,TG
w1-3259887p,Jeanne,Bovet,1939-02-28,063 868 60 57,jeannebovet10@gmail.com,2023-04-04,Felben-Wellhausen,Lochrütistrasse 6,Felben-Wellhausen,8552,TG
t4-0175205u,Nicole,Bovet,1940-08-06,+41 56 571 73 02,nbovet@hotmail.fr,2023-04-04,Naters,Schwendibielstrasse 24,Naters,3904,VS
W5-8701328a,Laurent,Monney,1943-06-21,+41 56 708 84 32,l.monney546@sunrise.ch,2023-04-04,Oberdorf BL,Badweg 14,Oberdorf BL,4436,BL
h5-8481655g,Alicia,Polla,1974-09-28,+41 35 465 80 70,a_polla86@sunrise.ch,2023-04-05,Matzingen,Rossweid 9,Matzingen,9548,TG
Y3-1385840p,Lisa,Bujard,1962-02-11,022 868 59 62,lisa.bujard407@yahoo.fr,2023-04-05,Wil SG,Dufourstrasse 11,Wil SG,9500,SG
L5-1703949c,Roger,Mottiez,1988-04-02,023 869 54 33,roger.mottiez@gmail.com,2023-04-05,Raperswilen,Schulerweg 4.1,Raperswilen,8558,TG
X8-8343271I,Isabelle,Martin,1996-03-25,062 411 55 50,isabellemartin@yahoo.fr,2023-04-05,Thunstetten,Untergasse 34,Thunstetten,4922,BE
e8-5415237n,Valérie,Fonjallaz,1977-10-07,+41 (0)96 064 95 44,vfonjallaz@romandie.com,2023-04-05,Düdingen,Tunnelstrasse 6,Düdingen,3186,FR
R1-5699541b,Nathan,Gillièron,1940-10-12,+41 81 832 83 35,n.gillieron@romandie.com,2023-04-05,Zürich,Buchwiesen 20b,Zürich,8052,ZH
W4-7392475D,Maria,Bourquard,1945-06-05,+41 (0)80 995 62 22,m_bourquard787@sunrise.ch,2023-04-05,Saicourt,Clos du Verger 19a,Saicourt,2732,BE
F1-9468283J,Odette,Bochud,2002-03-25,+41 (0)49 380 50 66,obochud995@sunrise.ch,2023-04-05,Solothurn,Segetzstrasse 30,Solothurn,4500,SO
Z6-4527757q,Gérard,Alber,1964-08-06,+41 (0)43 472 35 94,galber253@sunrise.ch,2023-04-05,Winkel,Im Angelrain 14,Winkel,8185,ZH
w1-3365385l,Romain,Treboux,1960-09-08,+41 (0)46 676 86 42,r_treboux@hispeed.ch,2023-04-05,Dübendorf,Bachtelweg 6.1,Dübendorf,8600,ZH
K7-5807574A,Thomas,Jomini,1934-11-10,+41 (0)79 768 73 00,thomasjomini878@hispeed.ch,2023-04-05,Steinmaur,Schulwiesstrasse 6.1,Steinmaur,8162,ZH
d5-4089653I,Bernard,Musy,1934-10-21,+41 (0)45 549 01 28,b_musy@yahoo.fr,2023-04-05,Weinfelden,Pestalozzistrasse 20.1,Weinfelden,8570,TG
E5-5938922O,Christiane,Beuret,1941-04-03,+41 (0)79 537 34 73,c.beuret@hotmail.fr,2023-04-05,Blumenstein,Austrasse 3a,Blumenstein,3638,BE
I5-4664771v,Samuel,Matile,1974-05-12,061 136 56 66,samuel.matile836@yahoo.fr,2023-04-05,Lausanne,Chemin Guillaume-de-Pierrefleur 42,Lausanne,1004,VD
l7-514921I,Marcelle,Francillon,1999-02-08,+41 (0)69 360 16 99,m.francillon608@gmail.com,2023-04-05,Zürich,Bergacker 40,Zürich,8046,ZH
r6-6385460q,Alexandre,Mottiez,1957-03-13,+41 50 738 81 60,alexandremottiez575@hispeed.ch,2023-04-05,Lausanne,Chemin du Levant 73.1,Lausanne,1005,VD
c8-9003365f,Sandrine,Robert,1979-04-25,+41 58 619 20 22,sandrine.robert@yahoo.fr,2023-04-05,Caslano,Via Industria 35a,Caslano,6987,TI
E5-4333127R,Antonio,Barbey,1949-07-10,+41 (0)86 432 70 35,antonio.barbey@bluewin.ch,2023-04-05,La Chaux-de-Fonds,Eplatures-Grise 16.1,La Chaux-de-Fonds,2300,NE
v0-9697541K,Elisabeth,Pasquier,1999-07-25,+41 (0)23 273 68 34,e.pasquier19@hotmail.fr,2023-04-06,Romanshorn,Dufourstrasse 8,Romanshorn,8590,TG
k8-5051393K,Laurent,Meyer,2002-09-22,+41 42 146 28 16,laurentmeyer13@bluewin.ch,2023-04-06,Le Locle,Route des Bosses 13c,Le Locle,2400,NE
Y3-8358572w,Alice,Bavaud,1946-04-28,+41 (0)72 955 24 40,alice_bavaud@vtxnet.ch,2023-04-06,Basel,Amselstrasse 49,Basel,4059,BS
P5-0207140R,Odette,Galland,1950-10-28,+41 71 184 06 36,o_galland306@hotmail.fr,2023-04-06,Weinfelden,Amriswilerstrasse 88,Weinfelden,8570,TG
C4-1285172p,Manuel,Coigny,1951-09-04,+41 (0)80 900 67 48,m.coigny@vtxnet.ch,2023-04-06,Morlon,Clos d'Amont 50b,Morlon,1638,FR
I1-9134881E,Olivier,Deladoëy,1947-04-24,+41 (0)42 428 94 28,olivier.deladoey@sunrise.ch,2023-04-06,Boncourt,Route de Milandre 37a.1,Boncourt,2926,JU
V9-5057598K,Samuel,Piccand,1994-11-07,070 937 28 61,s.piccand@gmail.com,2023-04-06,Hittnau,Jakob Stutz-Strasse 60,Hittnau,8335,ZH
t4-3534675u,Paul,Vuille,1997-06-06,+41 (0)33 590 96 89,paulvuille@hispeed.ch,2023-04-06,Bürglen UR,Untere Schindleren 1.2,Bürglen UR,6463,UR
g7-4822326M,Chloé,Charpié,1965-01-07,066 787 11 25,chloe.charpie@yahoo.fr,2023-04-06,Zürich,Tödistrasse 26,Zürich,8002,ZH
L6-3152127X,Guillaume,Bonvin,1943-07-28,+41 (0)53 267 20 22,guillaume.bonvin@hispeed.ch,2023-04-06,Freienbach,Kirchstrasse 34,Freienbach,8807,SZ
d5-6556504h,Alain,Cosandey,1940-03-03,+41 (0)82 141 63 76,alain.cosandey@bluewin.ch,2023-04-06,Bellinzona,Via Mirasole 3,Bellinzona,6500,TI
d6-3902990Z,Hugo,Gubéran,1933-09-07,+41 (0)74 789 00 09,hugo_guberan642@gmail.com,2023-04-06,Steffisburg,Ziegeleistrasse 58a,Steffisburg,3612,BE
C3-3832875S,Raymond,Boillat,1980-08-11,+41 (0)50 789 97 14,raymond.boillat671@vtxnet.ch,2023-04-06,Wettingen,Nägelistrasse 17.1,Wettingen,5430,AG
v6-8055325k,Léa,Crivelli,1948-03-08,+41 (0)74 039 00 06,lea.crivelli246@romandie.com,2023-04-06,Langenthal,Dennliweg 70,Langenthal,4900,BE
N8-0354636Z,Georgette,Chatriand,1986-12-08,+41 (0)52 484 06 04,g_chatriand887@hispeed.ch,2023-04-06,Kreuzlingen,Weiherstrasse 39b.1,Kreuzlingen,8280,TG
g1-2152307E,Sandrine,Rosselet,1971-07-25,+41 (0)55 523 26 68,sandrine.rosselet833@vtxnet.ch,2023-04-06,Meyrin,Rue des Entreprises 14,Meyrin,1217,GE
r6-3213210l,Fabienne,Comman,2003-11-28,+41 (0)22 755 73 91,fabienne.comman917@sunrise.ch,2023-04-06,Adligenswil,Obmatt 25,Adligenswil,6043,LU
P7-2317568E,François,Berberat,1933-11-27,043 953 75 68,francois.berberat@hispeed.ch,2023-04-06,Wangen b. Olten,Dorfstrasse 55a,Wangen b. Olten,4612,SO
